Height,Weight,Sex,Shifted Height,Shifted Weight,Sex,,Avg height,Avg weight
148.43,44.27,Female,-12.92042667,-24.13061,0,,,
147.31,64.52,Female,-14.04042667,-3.88061,0,,,
141.6,82.94,Female,-19.75042667,14.53939,0,,,
172.54,76.4,Male,11.18957333,7.99939,1,,,
165.25,71.07,Male,3.899573333,2.66939,1,,,
183.89,102.83,Male,22.53957333,34.42939,1,,,
140.75,52.53,Female,-20.60042667,-15.87061,0,,,
151.89,75.1,Female,-9.460426667,6.69939,0,,,
139.26,57.12,Female,-22.09042667,-11.28061,0,,,
171.68,41.78,Female,10.32957333,-26.62061,0,,,
184.74,63.43,Male,23.38957333,-4.97061,1,,,
159.67,39.85,Male,-1.680426667,-28.55061,1,,,
136.21,60.32,Female,-25.14042667,-8.08061,0,,,
143.93,46.96,Female,-17.42042667,-21.44061,0,,,
176.67,75.08,Male,15.31957333,6.67939,1,,,
163.07,81.95,Male,1.719573333,13.54939,1,,,
140.94,61.15,Female,-20.41042667,-7.25061,0,,,
138.44,72.88,Female,-22.91042667,4.47939,0,,,
137.87,66.45,Female,-23.48042667,-1.95061,0,,,
161.59,48.1,Female,0.239573333,-20.30061,0,,,
143.24,56.04,Female,-18.11042667,-12.36061,0,,,
153.84,81.33,Male,-7.510426667,12.92939,1,,,
175.94,67.79,Male,14.58957333,-0.61061,1,,,
170.48,89.69,Male,9.129573333,21.28939,1,,,
182.99,52.7,Male,21.63957333,-15.70061,1,,,
151.8,57.08,Male,-9.550426667,-11.32061,1,,,
171.97,50.98,Female,10.61957333,-17.42061,0,,,
159.09,61.95,Female,-2.260426667,-6.45061,0,,,
153.81,86.79,Male,-7.540426667,18.38939,1,,,
163.31,59.42,Male,1.959573333,-8.98061,1,,,
168.75,108.43,Male,7.399573333,40.02939,1,,,
158.8,36.87,Male,-2.550426667,-31.53061,1,,,
176.33,91.3,Male,14.97957333,22.89939,1,,,
164.22,94.48,Male,2.869573333,26.07939,1,,,
179.14,83.67,Male,17.78957333,15.26939,1,,,
154.26,81.67,Male,-7.090426667,13.26939,1,,,
153.82,58.05,Female,-7.530426667,-10.35061,0,,,
156.08,39.52,Female,-5.270426667,-28.88061,0,,,
157.08,39.56,Female,-4.270426667,-28.84061,0,,,
154.24,65.25,Female,-7.110426667,-3.15061,0,,,
161.01,57.95,Male,-0.340426667,-10.45061,1,,,
145.98,62.41,Female,-15.37042667,-5.99061,0,,,
149.75,65.69,Female,-11.60042667,-2.71061,0,,,
131.1,48.25,Female,-30.25042667,-20.15061,0,,,
153.05,45.56,Female,-8.300426667,-22.84061,0,,,
172.37,97.62,Female,11.01957333,29.21939,0,,,
146.16,55.88,Female,-15.19042667,-12.52061,0,,,
155.3,69.28,Female,-6.050426667,0.87939,0,,,
161.26,59.2,Female,-0.090426667,-9.20061,0,,,
184.6,79.95,Male,23.24957333,11.54939,1,,,
174.7,91.61,Male,13.34957333,23.20939,1,,,
152.33,65.35,Male,-9.020426667,-3.05061,1,,,
140.53,68.34,Female,-20.82042667,-0.06061,0,,,
151.09,72.36,Female,-10.26042667,3.95939,0,,,
183.01,62.01,Male,21.65957333,-6.39061,1,,,
181.12,75.36,Male,19.76957333,6.95939,1,,,
169.18,46.52,Male,7.829573333,-21.88061,1,,,
187.52,75.56,Male,26.16957333,7.15939,1,,,
148.51,60.02,Female,-12.84042667,-8.38061,0,,,
169.08,80.27,Female,7.729573333,11.86939,0,,,
110.81,80.53,Female,-50.54042667,12.12939,0,,,
141.09,37.78,Female,-20.26042667,-30.62061,0,,,
157.8,52.59,Female,-3.550426667,-15.81061,0,,,
132.22,74.22,Female,-29.13042667,5.81939,0,,,
182.56,41.93,Female,21.20957333,-26.47061,0,,,
169.11,65.72,Male,7.759573333,-2.68061,1,,,
158.21,63.66,Male,-3.140426667,-4.74061,1,,,
172.73,93.31,Male,11.37957333,24.90939,1,,,
177.5,64.77,Male,16.14957333,-3.63061,1,,,
158.79,68.02,Female,-2.560426667,-0.38061,0,,,
152.65,69.14,Female,-8.700426667,0.73939,0,,,
185.58,64.29,Male,24.22957333,-4.11061,1,,,
146.41,75.92,Female,-14.94042667,7.51939,0,,,
160.85,58.64,Female,-0.500426667,-9.76061,0,,,
153.66,59.28,Female,-7.690426667,-9.12061,0,,,
126.92,66.71,Female,-34.43042667,-1.69061,0,,,
163.05,53.67,Male,1.699573333,-14.73061,1,,,
184.15,59.24,Male,22.79957333,-9.16061,1,,,
146.01,54.24,Female,-15.34042667,-14.16061,0,,,
156.5,54.68,Female,-4.850426667,-13.72061,0,,,
187.96,64.63,Male,26.60957333,-3.77061,1,,,
155.18,67.45,Female,-6.170426667,-0.95061,0,,,
143.41,65.98,Female,-17.94042667,-2.42061,0,,,
179.58,87.84,Male,18.22957333,19.43939,1,,,
184,62.46,Male,22.64957333,-5.94061,1,,,
186.31,67.29,Male,24.95957333,-1.11061,1,,,
185.85,80.42,Male,24.49957333,12.01939,1,,,
170.72,58.94,Male,9.369573333,-9.46061,1,,,
140.86,58.8,Female,-20.49042667,-9.60061,0,,,
140.3,55.31,Female,-21.05042667,-13.09061,0,,,
143.47,58.03,Female,-17.88042667,-10.37061,0,,,
146.13,58.46,Male,-15.22042667,-9.94061,1,,,
173.27,92.95,Male,11.91957333,24.54939,1,,,
158.03,71.42,Female,-3.320426667,3.01939,0,,,
159.95,57.91,Male,-1.400426667,-10.49061,1,,,
169.88,97.47,Male,8.529573333,29.06939,1,,,
152.08,77.75,Male,-9.270426667,9.34939,1,,,
178,76.26,Male,16.64957333,7.85939,1,,,
142.37,57.97,Female,-18.98042667,-10.43061,0,,,
158.06,61.7,Female,-3.290426667,-6.70061,0,,,
171.2,69.52,Male,9.849573333,1.11939,1,,,
173.91,86.33,Male,12.55957333,17.92939,1,,,
164.75,73.36,Male,3.399573333,4.95939,1,,,
131.18,78.22,Female,-30.17042667,9.81939,0,,,
146.41,70.16,Female,-14.94042667,1.75939,0,,,
142.98,49.72,Female,-18.37042667,-18.68061,0,,,
154.81,87.17,Female,-6.540426667,18.76939,0,,,
135.19,54.28,Female,-26.16042667,-14.12061,0,,,
177.56,58.18,Male,16.20957333,-10.22061,1,,,
135.67,75.47,Female,-25.68042667,7.06939,0,,,
152.16,69.69,Female,-9.190426667,1.28939,0,,,
175.17,70.73,Male,13.81957333,2.32939,1,,,
179.54,64.94,Male,18.18957333,-3.46061,1,,,
166.9,87.86,Male,5.549573333,19.45939,1,,,
181.71,85.89,Male,20.35957333,17.48939,1,,,
143.75,68.4,Female,-17.60042667,-0.00061,0,,,
145.65,48.34,Female,-15.70042667,-20.06061,0,,,
146.47,53.41,Female,-14.88042667,-14.99061,0,,,
144.85,71.17,Female,-16.50042667,2.76939,0,,,
158.77,80.93,Male,-2.580426667,12.52939,1,,,
183.28,73.21,Male,21.92957333,4.80939,1,,,
149.47,76.71,Female,-11.88042667,8.30939,0,,,
149.86,43.75,Female,-11.49042667,-24.65061,0,,,
142.25,64.26,Female,-19.10042667,-4.14061,0,,,
174.77,75.83,Male,13.41957333,7.42939,1,,,
168.92,60.85,Male,7.569573333,-7.55061,1,,,
146.09,81.58,Female,-15.26042667,13.17939,0,,,
129.07,62.75,Female,-32.28042667,-5.65061,0,,,
157.75,67.06,Female,-3.600426667,-1.34061,0,,,
179.77,100.86,Male,18.41957333,32.45939,1,,,
166.64,75,Male,5.289573333,6.59939,1,,,
176.85,94.72,Male,15.49957333,26.31939,1,,,
177.26,75.32,Male,15.90957333,6.91939,1,,,
162.92,68.25,Male,1.569573333,-0.15061,1,,,
134.49,70.15,Female,-26.86042667,1.74939,0,,,
154.64,84.86,Female,-6.710426667,16.45939,0,,,
157.19,59.4,Female,-4.160426667,-9.00061,0,,,
163.08,72.81,Male,1.729573333,4.40939,1,,,
153.35,71.34,Female,-8.000426667,2.93939,0,,,
156.75,78.53,Male,-4.600426667,10.12939,1,,,
176.93,58.26,Male,15.57957333,-10.14061,1,,,
168.36,44.6,Male,7.009573333,-23.80061,1,,,
160.58,76.69,Male,-0.770426667,8.28939,1,,,
153.54,48.62,Female,-7.810426667,-19.78061,0,,,
173.22,60.05,Female,11.86957333,-8.35061,0,,,
169.35,29.48,Female,7.999573333,-38.92061,0,,,
169.98,54.58,Male,8.629573333,-13.82061,1,,,
173.67,83.75,Male,12.31957333,15.34939,1,,,
159.18,63.56,Male,-2.170426667,-4.84061,1,,,
150.21,63.15,Female,-11.14042667,-5.25061,0,,,
145.25,57.86,Female,-16.10042667,-10.54061,0,,,
165.26,62.84,Female,3.909573333,-5.56061,0,,,
144.22,40.09,Female,-17.13042667,-28.31061,0,,,
167.08,43.74,Female,5.729573333,-24.66061,0,,,
151.54,64.58,Female,-9.810426667,-3.82061,0,,,
151,58.31,Female,-10.35042667,-10.09061,0,,,
169.78,92.55,Male,8.429573333,24.14939,1,,,
171.48,40.97,Male,10.12957333,-27.43061,1,,,
170.06,64.39,Male,8.709573333,-4.01061,1,,,
156.45,79.48,Male,-4.900426667,11.07939,1,,,
178.37,89.41,Male,17.01957333,21.00939,1,,,
164.6,66.9,Female,3.249573333,-1.50061,0,,,
156.93,72.25,Female,-4.420426667,3.84939,0,,,
179.43,101.72,Male,18.07957333,33.31939,1,,,
148.56,88.7,Male,-12.79042667,20.29939,1,,,
158.22,101.08,Male,-3.130426667,32.67939,1,,,
146.44,48.99,Female,-14.91042667,-19.41061,0,,,
150.67,58.18,Female,-10.68042667,-10.22061,0,,,
141.97,33.68,Female,-19.38042667,-34.72061,0,,,
133.53,58.18,Female,-27.82042667,-10.22061,0,,,
156.53,58.97,Male,-4.820426667,-9.43061,1,,,
175.22,78.74,Male,13.86957333,10.33939,1,,,
170.04,64.46,Male,8.689573333,-3.94061,1,,,
170.48,99.23,Male,9.129573333,30.82939,1,,,
167.44,63.57,Male,6.089573333,-4.83061,1,,,
182.78,74.66,Male,21.42957333,6.25939,1,,,
153.69,44.64,Female,-7.660426667,-23.76061,0,,,
153.16,39,Female,-8.190426667,-29.40061,0,,,
153.21,51.57,Female,-8.140426667,-16.83061,0,,,
176.83,74.99,Male,15.47957333,6.58939,1,,,
173.51,81.52,Male,12.15957333,13.11939,1,,,
164.56,90.58,Male,3.209573333,22.17939,1,,,
152.94,76.49,Male,-8.410426667,8.08939,1,,,
144.32,57.76,Female,-17.03042667,-10.64061,0,,,
161.08,57.67,Female,-0.270426667,-10.73061,0,,,
160.09,66.63,Female,-1.260426667,-1.77061,0,,,
152.61,52.5,Female,-8.740426667,-15.90061,0,,,
190.99,73.92,Male,29.63957333,5.51939,1,,,
174.22,81.02,Male,12.86957333,12.61939,1,,,
169.95,99.77,Male,8.599573333,31.36939,1,,,
175.99,86.24,Male,14.63957333,17.83939,1,,,
177.47,104.04,Male,16.11957333,35.63939,1,,,
177.29,65.14,Male,15.93957333,-3.26061,1,,,
146.52,60.22,Female,-14.83042667,-8.18061,0,,,
148.4,52.44,Female,-12.95042667,-15.96061,0,,,
160.24,57.51,Female,-1.110426667,-10.89061,0,,,
166.54,69.98,Male,5.189573333,1.57939,1,,,
167.28,82.38,Male,5.929573333,13.97939,1,,,
177.36,66.09,Male,16.00957333,-2.31061,1,,,
148.54,92.81,Female,-12.81042667,24.40939,0,,,
125.81,76.33,Female,-35.54042667,7.92939,0,,,
146.15,59.21,Female,-15.20042667,-9.19061,0,,,
142.74,74.35,Female,-18.61042667,5.94939,0,,,
134.98,51.96,Female,-26.37042667,-16.44061,0,,,
164.7,63.32,Male,3.349573333,-5.08061,1,,,
157.07,61.64,Male,-4.280426667,-6.76061,1,,,
161.74,76.15,Male,0.389573333,7.74939,1,,,
153.11,81.39,Female,-8.240426667,12.98939,0,,,
167.43,55.59,Female,6.079573333,-12.81061,0,,,
174.61,99.74,Male,13.25957333,31.33939,1,,,
168.45,96.57,Male,7.099573333,28.16939,1,,,
179.37,84.29,Male,18.01957333,15.88939,1,,,
178.5,90.38,Male,17.14957333,21.97939,1,,,
160.86,82.68,Male,-0.490426667,14.27939,1,,,
139.55,70.5,Female,-21.80042667,2.09939,0,,,
164.1,71.74,Female,2.749573333,3.33939,0,,,
135.02,67.43,Female,-26.33042667,-0.97061,0,,,
139.03,71.68,Female,-22.32042667,3.27939,0,,,
138.17,48.11,Female,-23.18042667,-20.29061,0,,,
172.69,47.27,Male,11.33957333,-21.13061,1,,,
151.25,85.99,Male,-10.10042667,17.58939,1,,,
157.14,98.12,Male,-4.210426667,29.71939,1,,,
154.47,65.7,Female,-6.880426667,-2.70061,0,,,
149.21,91.41,Female,-12.14042667,23.00939,0,,,
173.12,58.35,Female,11.76957333,-10.05061,0,,,
149.27,62.62,Female,-12.08042667,-5.78061,0,,,
154.04,54.61,Female,-7.310426667,-13.79061,0,,,
168.04,71.9,Male,6.689573333,3.49939,1,,,
176.36,95.94,Male,15.00957333,27.53939,1,,,
165.27,58.08,Male,3.919573333,-10.32061,1,,,
184.18,63.08,Male,22.82957333,-5.32061,1,,,
156.65,64.97,Female,-4.700426667,-3.43061,0,,,
148.33,65.21,Female,-13.02042667,-3.19061,0,,,
156.7,67.25,Female,-4.650426667,-1.15061,0,,,
200.42,92.09,Male,39.06957333,23.68939,1,,,
148.56,81.62,Male,-12.79042667,13.21939,1,,,
165.59,33.18,Male,4.239573333,-35.22061,1,,,
158.91,67.66,Female,-2.440426667,-0.74061,0,,,
156.35,57.66,Female,-5.000426667,-10.74061,0,,,
161.06,52.13,Female,-0.290426667,-16.27061,0,,,
159.08,70.6,Female,-2.270426667,2.19939,0,,,
157.87,85.82,Female,-3.480426667,17.41939,0,,,
178.2,71.57,Male,16.84957333,3.16939,1,,,
179.05,90.25,Male,17.69957333,21.84939,1,,,
175.28,57.98,Male,13.92957333,-10.42061,1,,,
171.21,74.94,Male,9.859573333,6.53939,1,,,
176.12,69.91,Male,14.76957333,1.50939,1,,,
155.43,97.98,Male,-5.920426667,29.57939,1,,,
155.9,61.72,Male,-5.450426667,-6.68061,1,,,
147.82,54.45,Female,-13.53042667,-13.95061,0,,,
134.01,65.26,Female,-27.34042667,-3.14061,0,,,
141.45,62.94,Female,-19.90042667,-5.46061,0,,,
131.12,62.81,Female,-30.23042667,-5.59061,0,,,
140.01,84.12,Female,-21.34042667,15.71939,0,,,
150.52,74.49,Female,-10.83042667,6.08939,0,,,
158.61,88.82,Male,-2.740426667,20.41939,1,,,
163.3,104.58,Male,1.949573333,36.17939,1,,,
140.79,62.45,Male,-20.56042667,-5.95061,1,,,
176,98.52,Male,14.64957333,30.11939,1,,,
159.88,75.61,Female,-1.470426667,7.20939,0,,,
175.4,76.57,Male,14.04957333,8.16939,1,,,
160.34,76.06,Male,-1.010426667,7.65939,1,,,
190.94,55.79,Male,29.58957333,-12.61061,1,,,
167.89,88.86,Male,6.539573333,20.45939,1,,,
177.36,73.7,Male,16.00957333,5.29939,1,,,
168.78,68.27,Male,7.429573333,-0.13061,1,,,
171.76,90.23,Male,10.40957333,21.82939,1,,,
141.4,68.61,Female,-19.95042667,0.20939,0,,,
137.42,53.22,Female,-23.93042667,-15.18061,0,,,
161.96,70.54,Female,0.609573333,2.13939,0,,,
165.13,55.05,Male,3.779573333,-13.35061,1,,,
171.13,77.79,Male,9.779573333,9.38939,1,,,
158.79,66.75,Female,-2.560426667,-1.65061,0,,,
157.47,62.17,Female,-3.880426667,-6.23061,0,,,
155.13,51.06,Female,-6.220426667,-17.34061,0,,,
162.11,56.35,Female,0.759573333,-12.05061,0,,,
157.3,58.24,Female,-4.050426667,-10.16061,0,,,
139.14,51.78,Female,-22.21042667,-16.62061,0,,,
175.67,71.64,Male,14.31957333,3.23939,1,,,
173.34,72.93,Male,11.98957333,4.52939,1,,,
145.49,43.44,Female,-15.86042667,-24.96061,0,,,
156.48,64,Female,-4.870426667,-4.40061,0,,,
146.23,81.8,Female,-15.12042667,13.39939,0,,,
132.76,66.2,Female,-28.59042667,-2.20061,0,,,
142.25,83.66,Female,-19.10042667,15.25939,0,,,
178.77,65.28,Male,17.41957333,-3.12061,1,,,
165.1,47.33,Male,3.749573333,-21.07061,1,,,
166.56,62.39,Male,5.209573333,-6.01061,1,,,
163.21,87.84,Male,1.859573333,19.43939,1,,,
143.55,88,Male,-17.80042667,19.59939,1,,,
141.05,66.76,Female,-20.30042667,-1.64061,0,,,
137.27,60.2,Female,-24.08042667,-8.20061,0,,,
161.47,67.03,Male,0.119573333,-1.37061,1,,,
179.57,80.47,Male,18.21957333,12.06939,1,,,
177.22,63.66,Male,15.86957333,-4.74061,1,,,
153.93,72.61,Male,-7.420426667,4.20939,1,,,
160.53,63.31,Female,-0.820426667,-5.09061,0,,,
148.88,81.01,Female,-12.47042667,12.60939,0,,,
164.37,71.42,Female,3.019573333,3.01939,0,,,
175.62,83.99,Male,14.26957333,15.58939,1,,,
178.62,80.94,Male,17.26957333,12.53939,1,,,
174.33,91.15,Male,12.97957333,22.74939,1,,,
180.87,75.98,Male,19.51957333,7.57939,1,,,
152.29,49.65,Female,-9.060426667,-18.75061,0,,,
151.43,62.83,Female,-9.920426667,-5.57061,0,,,
152.28,77.08,Female,-9.070426667,8.67939,0,,,
154.66,48.5,Female,-6.690426667,-19.90061,0,,,
158.65,80.3,Female,-2.700426667,11.89939,0,,,
139.12,57.1,Female,-22.23042667,-11.30061,0,,,
157.23,69.38,Male,-4.120426667,0.97939,1,,,
155.66,68.18,Female,-5.690426667,-0.22061,0,,,
144.51,72.26,Female,-16.84042667,3.85939,0,,,
147.57,64.44,Female,-13.78042667,-3.96061,0,,,
139.96,71,Female,-21.39042667,2.59939,0,,,
143.17,81.15,Female,-18.18042667,12.74939,0,,,
144.28,59.36,Female,-17.07042667,-9.04061,0,,,
169.95,81.65,Male,8.599573333,13.24939,1,,,
179.4,89.32,Male,18.04957333,20.91939,1,,,
178.54,75.1,Male,17.18957333,6.69939,1,,,
144.06,81.77,Female,-17.29042667,13.36939,0,,,
137.69,60.13,Female,-23.66042667,-8.27061,0,,,
158.6,64.21,Female,-2.750426667,-4.19061,0,,,
156.95,80.99,Male,-4.400426667,12.58939,1,,,
200.45,98.51,Male,39.09957333,30.10939,1,,,
167.42,63.36,Male,6.069573333,-5.04061,1,,,
157.52,62.54,Female,-3.830426667,-5.86061,0,,,
158.89,65.87,Female,-2.460426667,-2.53061,0,,,
172.14,95.25,Female,10.78957333,26.84939,0,,,
148.35,70.62,Male,-13.00042667,2.21939,1,,,
169.72,71.49,Male,8.369573333,3.08939,1,,,
153.64,70.97,Male,-7.710426667,2.56939,1,,,
156.82,61.65,Male,-4.530426667,-6.75061,1,,,
171.01,100.84,Male,9.659573333,32.43939,1,,,
186.56,72.53,Male,25.20957333,4.12939,1,,,
154.46,43.66,Female,-6.890426667,-24.74061,0,,,
149.23,62.44,Female,-12.12042667,-5.96061,0,,,
159.53,52.87,Female,-1.820426667,-15.53061,0,,,
149.31,76.89,Female,-12.04042667,8.48939,0,,,
150.38,54.96,Female,-10.97042667,-13.44061,0,,,
144.03,60.84,Female,-17.32042667,-7.56061,0,,,
172.25,55.1,Female,10.89957333,-13.30061,0,,,
166.83,86.57,Male,5.479573333,18.16939,1,,,
146.97,74.75,Male,-14.38042667,6.34939,1,,,
152.16,85.93,Male,-9.190426667,17.52939,1,,,
146.02,43.19,Female,-15.33042667,-25.21061,0,,,
150.02,59.61,Female,-11.33042667,-8.79061,0,,,
162.93,88.16,Male,1.579573333,19.75939,1,,,
164.99,93.5,Male,3.639573333,25.09939,1,,,
182.54,91.86,Male,21.18957333,23.45939,1,,,
147.14,45.38,Female,-14.21042667,-23.02061,0,,,
167.13,56.11,Male,5.779573333,-12.29061,1,,,
162.45,64.92,Male,1.099573333,-3.48061,1,,,
181.2,22.4,Male,19.84957333,-46.00061,1,,,
164.56,51.84,Male,3.209573333,-16.56061,1,,,
175.5,64.03,Male,14.14957333,-4.37061,1,,,
160.82,50.22,Female,-0.530426667,-18.18061,0,,,
154.26,70.04,Female,-7.090426667,1.63939,0,,,
180.82,98.12,Male,19.46957333,29.71939,1,,,
174.52,93.17,Male,13.16957333,24.76939,1,,,
175.03,58.02,Male,13.67957333,-10.38061,1,,,
182.38,74.65,Male,21.02957333,6.24939,1,,,
144.68,47.65,Female,-16.67042667,-20.75061,0,,,
157.93,47.64,Female,-3.420426667,-20.76061,0,,,
157.05,70.48,Female,-4.300426667,2.07939,0,,,
149.59,61.75,Female,-11.76042667,-6.65061,0,,,
176.79,71.89,Male,15.43957333,3.48939,1,,,
163.76,75.8,Male,2.409573333,7.39939,1,,,
171.1,69.22,Female,9.749573333,0.81939,0,,,
126.97,67,Female,-34.38042667,-1.40061,0,,,
170.17,80.69,Male,8.819573333,12.28939,1,,,
160.86,58.8,Male,-0.490426667,-9.60061,1,,,
134.74,70.74,Female,-26.61042667,2.33939,0,,,
162.13,59.92,Female,0.779573333,-8.48061,0,,,
132.1,54.17,Female,-29.25042667,-14.23061,0,,,
134.44,25.5,Female,-26.91042667,-42.90061,0,,,
122.5,45.81,Female,-38.85042667,-22.59061,0,,,
137.74,64.94,Female,-23.61042667,-3.46061,0,,,
166.3,67.96,Male,4.949573333,-0.44061,1,,,
154.05,68.43,Female,-7.300426667,0.02939,0,,,
158.69,72.18,Male,-2.660426667,3.77939,1,,,
163.26,60.35,Male,1.909573333,-8.05061,1,,,
163.23,48.66,Male,1.879573333,-19.74061,1,,,
164.57,92.37,Male,3.219573333,23.96939,1,,,
188.35,74.13,Male,26.99957333,5.72939,1,,,
173.27,80.98,Male,11.91957333,12.57939,1,,,
159.88,53.42,Female,-1.470426667,-14.98061,0,,,
165.01,62.52,Female,3.659573333,-5.88061,0,,,
160.78,81.59,Female,-0.570426667,13.18939,0,,,
147.37,48.37,Female,-13.98042667,-20.03061,0,,,
177.71,70.76,Male,16.35957333,2.35939,1,,,
